index,gbifTaxonKey,scientificName,totalImages
9378,7316841,Mandevilla moricandiana (A.DC.) Woodson,19
9379,7316860,Aspidosperma quebracho-blanco Schltdl.,20
9380,7316870,Mandevilla martiana (Stadelm.) Woodson,16
9381,7316881,Aspidosperma pyrifolium Mart.,20
9382,7316886,Aspidosperma pyricollum Müll.Arg.,20
9383,7316942,Mandevilla illustris (Vell.) Woodson,19
9384,7316946,Allamanda puberula A.DC.,12
9385,7316971,Mandevilla funiformis (Vell.) K.Schum.,19
9386,7317048,Aspidosperma discolor A.DC.,15
9387,7317391,Himatanthus bracteatus (A.DC.) Woodson,20
9388,7317793,Cyclanthera tenuisepala Cogn.,20
9389,7317799,Fevillea trilobata L.,19
9390,7317831,Melothria cucumis Vell.,20
9391,7318005,Oxalis kuhlmannii Lourteig,16
9392,7318108,Oxalis hirsutissima Zucc.,20
9393,7318167,Oxalis bipartita A.St.-Hil.,20
9394,7318197,Oxalis cratensis var. cratensis,20
9395,7318238,Oxalis neuwiedii Zucc.,20
9396,7318813,Symplocos uniflora (Pohl) Benth.,20
9397,7319170,Cyclodium heterodon (Schrad.) T.Moore,13
9398,7319200,Arachniodes denticulata (Sw.) Ching,20
9399,7319382,Stigmatopteris heterocarpa (Fée) Rosenst.,14
9400,7319726,Polystichum montevidense (Spreng.) Rosenst.,20
9401,7319895,Osmundastrum cinnamomeum (L.) C.Presl,20
9402,7319956,Styrax acuminatus Pohl,17
9403,7319972,Styrax pohlii A.DC.,19
9404,7320025,Styrax ferrugineus Nees & Mart.,20
9405,7320162,Vantanea compacta (Schnizl.) Cuatrec.,18
9406,7320169,Sacoglottis mattogrossensis Malme,16
9407,7320524,Bifrenaria leucorrhoda Rchb.f.,18
9408,7320910,Campylocentrum ulaei Cogn.,16
9409,7321555,Tapirira guianensis Aubl.,20
9410,7321588,Astronium graveolens Jacq.,20
9411,7321861,Schinopsis brasiliensis Engl.,20
9412,7322757,Oenothera parodiana Munz,20
9413,7322827,Fuchsia regia (Vand. ex Vell.) Munz,20
9414,7322937,Byttneria filipes Mart. ex K.Schum.,20
9415,7323180,Chamissoa acuminata Mart.,17
9416,7323520,Pfaffia gnaphaloides (L.f.) Mart.,17
9417,7323600,Alternanthera pubiflora (Benth.) Kuntze,20
9418,7323779,Gomphrena mollis Mart.,13
9419,7323881,Evolvulus pterygophyllus Mart.,19
9420,7323883,Evolvulus pterocaulon Moric.,11
9421,7323899,Operculina hamiltonii var. hamiltonii,20
9422,7323921,Bonamia agrostopolis (Vell.) Hallier fil.,19
9423,7323934,Evolvulus martii Colla,6
9424,7323950,Evolvulus lithospermoides Mart.,15
9425,7323991,Ipomoea hirsutissima Gardner,16
9426,7324036,Ipomoea blanchetii Choisy,20
9427,7324051,Evolvulus frankenioides Moric.,19
9428,7324095,Ipomoea bahiensis Willd. ex Roem. & Schult.,20
9429,7324097,Evolvulus diosmoides Mart.,14
9430,7324153,Evolvulus aurigenius Mart.,20
9431,7324364,Convolvulus crenatifolius subsp. crenatifolius,20
9432,7325335,Leersia virginica Willd.,20
9433,7325501,Leersia ligularis Trin.,17
9434,7326419,Sparattanthelium botocudorum Mart.,20
9435,7326561,Connarus ruber (Poepp.) Planch.,20
9436,7326575,Rourea glabra Kunth,18
9437,7326715,Sauvagesia sprengelii A.St.-Hil.,20
9438,7326838,Ouratea hexasperma (A.St.-Hil.) Baill.,20
9439,7326947,Nymphaea nouchali Burm.fil.,20
9440,7327217,Pisonia ambigua Heimerl,20
9441,7327320,Guapira opposita (Vell.) Reitz,20
9442,7327627,Rhododendron simsii Planch.,20
9443,7328841,Agarista pulchella Cham. ex G.Don,18
9444,7329567,Picramnia oreadica Pirani,18
9445,7329614,Picramnia glazioviana Engl.,20
9446,7329831,Selaginella erythropus (Mart.) Spring,20
9447,7329866,Garcinia brasiliensis Mart.,20
9448,7329873,Clusia criuva Cambess.,20
9449,7330101,Caraipa densifolia Mart.,19
9450,7330107,Kielmeyera abdita Saddi,18
9451,7330205,Kielmeyera variabilis Mart.,20
9452,7330242,Kielmeyera neglecta Saddi,9
9453,7330249,Hypericum connatum Lam.,20
9454,7330272,Kielmeyera coriacea Mart.,20
9455,7330296,Hypericum myrianthum Cham. & Schltdl.,20
9456,7330314,Clusia lanceolata Cambess.,20
9457,7330346,Hypericum brasiliense Choisy,20
9458,7330798,Clethra scabra Pers.,20
9459,7330851,Cybianthus cuneifolius Mart.,19
9460,7330899,Myrsine venosa A.DC.,20
9461,7331040,Myrsine laetevirens (Mez) Arechav.,20
9462,7331635,Torenia thouarsii (Cham. & Schltdl.) Kuntze,20
9463,7332783,Bacopa lanigera (Cham. & Schltdl.) Wettst.,20
9464,7333234,Esterhazya splendida J.C.Mikan,20
9465,7333498,Lucuma Molina,20
9466,7333693,Virola bicuhyba (Schott ex Spreng.) Warb.,20
9467,7333716,Osteophloeum platyspermum (A.DC.) Warb.,20
9468,7334254,Kalanchoe luciae Raym.-Hamet,20
9469,7335399,Doryopteris concolor (Langsd. & Fisch.) Kuhn,20
9470,7335409,Doryopteris collina (Raddi) J.Sm.,20
9471,7335418,Adiantum curvatum Kaulf.,19
9472,7335523,Adiantum subcordatum Sw.,20
9473,7335560,Adiantum sinuosum Gardner,19
9474,7335571,Adiantum serratodentatum Willd.,20
9475,7335587,Adiantum cajennense Willd. ex Klotzsch,15
9476,7337157,Mikania glomerata Spreng.,20
9477,7340140,"Trogon ramonianus Deville & Des Murs, 1849",16
9478,7340175,"Pyrilia barrabandi (Kuhl, 1820)",20
9479,7340209,"Coccycua minuta (Vieillot, 1817)",20
9480,7340222,"Gallinula galeata (Lichtenstein & Mhc, 1818)",20
9481,7340254,"Icterus croconotus (Wagler, 1829)",20
9482,7340265,"Icterus pyrrhopterus (Vieillot, 1819)",20
9483,7340380,"Certhiasomus stictolaemus (Pelzeln, 1868)",11
9484,7341035,"Cantorchilus longirostris (Vieillot, 1819)",19
9485,7341038,"Cantorchilus leucotis (Lafresnaye, 1845)",17
9486,7341176,"Pheugopedius genibarbis (Swainson, 1838)",19
9487,7341402,"Hypocnemis peruviana Taczanowski, 1884",19
9488,7341654,"Myiothlypis rivularis (zu Wied-Neuwied, 1821)",18
9489,7341834,"Setophaga petechia (Linnaeus, 1766)",20
9490,7341912,"Thamnophilus stictocephalus Pelzeln, 1868",19
9491,7342122,"Turdus flavipes Vieillot, 1818",20
9492,7350939,Recordia reitzii (Moldenke) Thode & O'Leary,20
9493,7351168,"Naupactus lar (Germar, 1823)",8
9494,7353477,"Chironius foveatus Bailey, 1955",20
9495,7354615,Begonia caparaoensis E.L.Jacques & L.Kollmann,14
9496,7355718,"Chloromiopteryx mirim Terra, 1982",13
9497,7355846,"Tryonia myriophylla (Sw.) Schuettp., J.Prado & A.T.Cochran",18
9498,7357675,Ryania canescens Eichler,19
9499,7359372,Acisanthera alsinaefolia (Mart. & Schrank ex DC.) Triana,18
9500,7359639,"Baniana ypita Schaus, 1901",20
9501,7360405,"Cryptobatis cyanoptera (Dejean, 1825)",20
9502,7360915,Pellaea cymbiformis J.Prado,8
9503,7361094,Stevia camporum Baker,20
9504,7361162,Helicostylis tomentosa (Poepp. & Endl.) Rusby,20
9505,7361253,Ceiba pubiflora (A.St.-Hil.) K.Schum.,20
9506,7366333,"Tibraca limbativentris Stål, 1860",20
9507,7367409,Heimia apetala (Spreng.) S.A.Graham & Gandhi,20
9508,7368601,Anemia elegans (Gardner) C.Presl,10
9509,7369858,Jacquemontia gracillima (Choisy) Hallier fil.,20
9510,7370108,Manettia rojasiana Cham. & Schltdl.,10
9511,7371516,"Phaopsis laetus (Boheman, 1840)",15
9512,7371921,Cyathea hirsuta C.Presl,20
9513,7371928,"Micrathena picta (C.L.Koch, 1836)",20
9514,7372844,Goeppertia singularis (H.Kenn.) Borchs. & S.Suárez,19
9515,7373133,"Passiflora longifilamentosa A.K.Koch, A.Cardoso & Ilk.-Borg.",20
9516,7373299,"Merianthera bullata R.Goldenb., Fraga & A.P.Fontana",10
9517,7374156,Trichocline cisplatina E.Pasini & M.R.Ritter,20
9518,7375894,Gomphrena arborescens L.fil.,20
9519,7378124,"Amauroclopius ornatus Distant, 1903",10
9520,7379200,"Piper bicorne Carv.-Silva, E.F.Guim. & L.A.Pereira",20
9521,7379414,"Nematopus fasciatus Westwood, 1842",17
9522,7379831,Passiflora cacao Bernacci & M.M.Souza,9
9523,7381242,Pavonia cauliflora (Nees) Fryxell,13
9524,7382486,"Phyllophorus occidentalis (Ludwig, 1875)",14
9525,7382741,Exostigma notobellidiastrum (Griseb.) G.Sancho,20
9526,7383041,Buchnera amethystina Cham. & Schltdl.,5
9527,7384060,Casearia oblongifolia Cambess.,20
9528,7384423,Fridericia leucopogon (Cham.) L.G.Lohmann,20
9529,7385565,Dichorisandra albomarginata Linden ex Regel,17
9530,7386282,Elaphoglossum montanum Kieling-Rubio & P.G.Windisch,14
9531,7386722,Cheilolejeunea discoidea (Lehm. & Lindenb.) Kachroo & R.M.Schust.,13
9532,7386966,Monecphora machadoi,9
9533,7388962,Cyclanthera carthagenensis (Jacq.) H.Schaef. & S.S.Renner,20
9534,7389210,"Brontostoma rubrum (Amyot & Serville, 1843)",20
9535,7389478,"Largus balteatus Stål, 1870",20
9536,7391817,Schwenckia americana L.,20
9537,7392349,Anemia retroflexa Brade,16
9538,7393806,Cyathea myriotricha (Baker) R.C.Moran & J.Prado,18
9539,7395119,Tachigali guianensis (Benth.) Zarucchi & Herend.,20
9540,7396883,"Acontia thapsina Turner, 1902",20
9541,7397359,Strychnos trinervis (Vell.) Mart.,20
9542,7397864,Jacaranda obovata Cham.,13
9543,7398644,Neoraputia magnifica (Engl.) Emmerich ex Kallunki,8
9544,7398920,Mandirola hirsuta (DC.) A.O.Araujo & Chautems,20
9545,7400820,Grammitis exigua (Fée) Brade,20
9546,7401343,"Zophobas atratus (Fabricius, 1775)",20
9547,7401562,Selaginella conduplicata Spring,20
9548,7401775,Goeppertia crocata (É.Morren & Joriss.) Borchs. & S.Suárez,20
9549,7402951,Styrax leprosus Hook. & Arn.,20
9550,7406057,Arthrostema ciliatum Ruiz & Pav.,15
9551,7406772,"Horciasinus argentinus (Berg, 1878)",20
9552,7406941,"Strumigenys eggersi Emery, 1890",20
9553,7408184,Graffenrieda gracilis (Triana) Gleason,5
9554,7412612,Myriopus rubicundus (Salzm. ex A.DC.) Luebert,20
9555,7413147,Eugenia unana Sobral,20
9556,7413576,Asplenium alatum Humb. & Bonpl. ex Willd.,20
9557,7414217,Bryopteris diffusa (Sw.) Nees,18
9558,7415544,Ouratea cuspidata (A.St.-Hil.) Engl.,20
9559,7415898,Norantea guianensis var. goyazensis (Cambess.) G.L.Ferreira,18
9560,7416228,"Megalastrum brevipubens R.C.Moran, J.Prado & Labiak",8
9561,7416364,"Elaphria obscura Schaus, 1906",10
9562,7416506,"Gargaphia decoris Drake, 1931",20
9563,7416919,"Diplodon multistriatus (I.Lea, 1831)",20
9564,7418036,Urvillea glabra Cambess.,19
9565,7418066,Cyanocephalus rugosus (Benth.) Harley & J.F.B.Pastore,13
9566,7418332,Fridericia triplinervia (Mart. ex DC.) L.G.Lohmann,20
9567,7422097,"Guyalna chlorogena (Walker, 1850)",20
9568,7422518,Myrsine umbellata Mart.,20
9569,7423177,Fridericia florida (DC.) L.G.Lohmann,20
9570,7423995,Asplenium hostmannii Hieron.,20
9571,7425396,Phlegmariurus pungentifolius (Silveira) B.Øllg.,11
9572,7425866,Eugenia supraaxillaris Spring,18
9573,7426128,"Chionopsis crenata (Gmelin, 1791)",18
9574,7426376,Marchesinia brachiata (Sw.) Schiffn.,20
9575,7426578,Pombalia brevicaulis (Mart.) Paula-Souza,20
9576,7427554,Ocotea porosa (Mez) Barroso,20
9577,7428961,Euploca salicoides (Cham.) J.I.M.Melo & Semir,20
9578,7429248,"Carineta diardi (Guérin-Méneville, 1829)",20
9579,7430033,Podisus distinctus,20
9580,7430132,"Cosmoclopius nigroannulatus (Stål, 1860)",20
9581,7430359,Plagiochila ludoviciana Sull.,20
9582,7431595,Schnella outimouta (Aubl.) Wunderlin,20
9583,7435078,Heliconia acuminata L.C.Rich.,19
9584,7435932,Oxalis brasiliensis G.Lodd.,16
9585,7439391,Centaurium pulchellum (Sw.) Druce,20
9586,7439989,Passiflora giberti N.E.Br.,20
9587,7440673,Trametes pavonia (Hook.) Ryvarden,20
9588,7441533,Byttneria catalpifolia Jacq.,20
9589,7445609,Byttneria aculeata (Jacq.) Jacq.,20
9590,7446358,"Bothrops brazili Hoge, 1954",20
9591,7447231,Justicia gendarussa Burm.fil.,20
9592,7452487,Miconia trinervia (Sw.) D.Don,20
9593,7452658,Cordia sellowiana Cham.,20
9594,7454013,"Phaops ambitiosus Boheman, 1840",20
9595,7455723,Myrcia mucugensis Sobral,14
9596,7456481,Hibiscus furcellatus Desr.,18
9597,7459392,"Telchin licus (Drury, 1773)",20
9598,7459931,Bredemeyera hebeclada (DC.) J.F.B.Pastore,18
9599,7460894,Grammitis taxifolia (L.) Proctor,19
9600,7464713,"Leptinopterus tibialis (Eschscholtz, 1822)",20
9601,7465719,Geastrum violaceum Rick,14
9602,7466348,Elaphoglossum glaziovii (Fée) Brade,18
9603,7467096,"Spragueia margana (Fabricius, 1794)",20
9604,7467929,Lytoneuron paradoxum (Fée) Yesilyurt,16
9605,7467979,Sloanea sinemariensis Aubl.,20
9606,7470162,"Graptocleptes bicolor (Burmeister, 1838)",20
9607,7470699,Persea venosa Nees & Mart. ex Nees,19
9608,7471562,Hyptis mutabilis (Rich.) Briq.,20
9609,7472036,Mikania hirsutissima DC.,16
9610,7472450,Phoradendron perrottetii (DC.) Eichler,18
9611,7472705,Moranopteris perpusilla (Maxon) R.Y.Hirai & J.Prado,10
9612,7474564,Anemia glareosa Gardner,8
9613,7475376,Quesnelia strobilispica Wawra,19
9614,7476968,Dorstenia elata Hook.,20
9615,7477026,Bredemeyera divaricata (DC.) J.F.B.Pastore,18
9616,7477149,Byrsonima gardneriana A.Juss.,20
9617,7477334,"Sapajus apella (Linnaeus, 1758)",20
9618,7477571,Vochysia schwackeana Warm.,19
9619,7477922,Euploca polyphylla (Lehm.) J.I.M.Melo & Semir,20
9620,7478062,Stenogrammitis jamesonii (Hook.) Labiak,17
9621,7480993,"Hemeroblemma dolosa Hübner, 1827",20
9622,7481673,Ancistrotropis firmula (Mart. ex Benth.) A.Delgado,20
9623,7481956,Agrianthus luetzelburgii Mattf.,12
9624,7482238,Hippeastrum sanfranciscanum Dutilh & R.S.Oliveira,7
9625,7484648,Spiranthera atlantica Pirani,5
9626,7484915,Rhipsalis mesembryanthemoides Haw.,20
9627,7485441,Xylophragma harleyi (A.H.Gentry ex M.M.Silva & L.P.Queiroz) L.G.Lohmann,14
9628,7485599,"Rhinastus latisternus L.A.A.Chevrolat, 1829-44",20
9629,7486599,Salvia guaranitica A.St.-Hil. ex Benth.,20
9630,7486690,Oxypetalum capitatum Mart.,19
9631,7487137,Sloanea uniflora D.Samp. & V.C.Souza,19
9632,7489809,Alcantarea trepida Versieux & Wand.,20
9633,7491484,Anemia blechnoides Sm.,19
9634,7492149,Cuspidaria lachnaea (Bureau) L.G.Lohmann,15
9635,7494501,Pontederia azurea Sw.,20
9636,7494543,"Oxycheila femoralis Laporte, 1833",20
9637,7495967,Pleopeltis monoides (Weath.) Salino,14
9638,7496422,Adenocalymma aurantiacum Udulutsch & Assis,17
9639,7497644,"Mahanarva rubropicta (Melichar, 1915)",20
9640,7500861,Copaifera oblongifolia Mart. ex Hayne,20
9641,7501279,Phlegmariurus martii (Wawra) B.Øllg.,13
9642,7501605,Dichorisandra tejucensis Mart. ex Schult.f.,20
9643,7507250,Cuspidaria sceptrum (Cham.) L.G.Lohmann,20
9644,7507738,"Chascolytrum calotheca (Trin.) Essi, Longhi-Wagner & Souza-Chies",19
9645,7508346,Byrsonima chrysophylla Kunth,18
9646,7509320,Fridericia pubescens (L.) L.G.Lohmann,20
9647,7514108,Cyclodium guianense (Klotzsch) van der Werff ex L.D.Gómez,20
9648,7514524,Sigmoidotropis speciosa (Kunth) A.Delgado,20
9649,7519053,"Sapajus nigritus (Goldfuss, 1809)",20
9650,7519813,Psychotria pubigera Schltdl.,19
9651,7520360,"Fuga fluminensis Toledo Piza, 1889",15
9652,7520560,Stachytarpheta sericea S.Atkins,19
9653,7521203,Phlegmariurus heterocarpon (Fée) B.Øllg.,18
9654,7522486,Goniopteris riograndensis (Lindm.) Ching,20
9655,7523235,Phlegmariurus recurvifolius (Rolleri) B.Øllg.,14
9656,7524222,Alansmia reclinata (Brack.) Moguel & M.Kessler,18
9657,7524230,"Epictia borapeliotes (Vanzolini, 1996)",20
9658,7525515,Lindsaea stricta (Sw.) Dryand.,20
9659,7530646,Brasiliopuntia brasiliensis (Willd.) A.Berger,20
9660,7531164,Lobelia thapsoidea Schott,19
9661,7532752,"Ponerobia bipustulata (Fabricius, 1781)",20
9662,7532956,"Mustelirallus albicollis (Vieillot, 1819)",17
9663,7534234,Alcantarea glaziouana (Leme) J.R.Grant,20
9664,7535951,Physocalyx major Mart.,20
9665,7536050,Passiflora vespertilio L.,20
9666,7536628,"Sclerostomus truncatus Luederwaldt, 1934",6
9667,7541047,Clematicissus striata (Ruiz & Pav.) Lombardi,20
9668,7545350,Cuphea sessiliflora A.St.-Hil.,17
9669,7546345,"Cyrtotylus rubricatus Bergroth, 1922",7
9670,7546887,Inga marginata Willd.,20
9671,7547807,Adiantum diphyllum (Fée) Maxon,5
9672,7549060,"Pepsis completa Smith, 1855",20
9673,7551445,Frullania glomerata (Lehm. & Lindenb.) Mont.,12
9674,7551639,"Stictia maculata (Fabricius, 1804)",20
9675,7552575,Anemia spicantoides Mabb.,16
9676,7558105,Ipomoea subincana (Choisy) Meisn.,15
9677,7558421,Symphytum officinale L.,20
9678,7559059,"Horciasinus signoreti (Stal, 1859)",20
9679,7561967,"Bicyrtes variegatus (Olivier, 1789)",20
9680,7562090,Paepalanthus regalis Mart.,10
9681,7569498,Fridericia cinnamomea (DC.) L.G.Lohmann,20
9682,7570926,"Elachistocleis cesarii (Miranda-Ribeiro, 1920)",19
9683,7571062,Telaranea diacantha (Mont.) J.J.Engel & G.L.Merr.,20
9684,7574205,Pradosia restingae Terra-Araujo,18
9685,7574210,Fridericia caudigera (S.Moore) L.G.Lohmann,20
9686,7574731,Ocotea calliscypha L.C.S.Assis & Mello-Silva,15
9687,7575247,Moquiniastrum polymorphum (Less.) G.Sancho,20
9688,7576391,Oocephalus oppositiflorus (Schrank) Harley & J.F.B.Pastore,20
9689,7577566,Amphilophium bauhinioides (Bureau ex Baill.) L.G.Lohmann,18
9690,7579870,Palicourea deflexa (DC.) Borhidi,20
9691,7584051,Securidaca lanceolata A.St.-Hil. & Moq.,19
9692,7584399,Lytoneuron feei (Brade) Yesilyurt,20
9693,7584507,Hellenia speciosa (J.Koenig) S.R.Dutta,20
9694,7585755,Vailia Rusby,20
9695,7586406,Psacadocalymma falcatum Rizzini,16
9696,7586894,"Anabacerthia ruficaudata (d'Orbigny & Lafresnaye, 1838)",16
9697,7587150,Castela tweedii Planch.,14
9698,7587856,Pachira endecaphylla (Vell.) Carv.-Sobr.,20
9699,7588122,Pavonia commutata Garcke,12
9700,7590235,"Carineta spoliata (Walker, 1858)",20
9701,7598596,Alstroemeria stenopetala Schenk,11
9702,7600084,"Phareicranaus manauara (Pinto-da-Rocha, 1994)",18
9703,7600127,Sticherus longipinnatus (Hook.) Nakai,6
9704,7601001,Hippeastrum puniceum (Lam.) Kuntze,16
9705,7602657,Clusia spathulaefolia Engl.,14
9706,7602748,Ceratolejeunea cornuta (Lindenb.) Schiffn.,18
9707,7603287,Epidendrum cinnabarinum Salzm.,10
9708,7603634,"Chiomara mithrax (Möschler, 1878)",20
9709,7605227,Mouriri morleyi R.Goldenb. & Meirelles,6
9710,7607165,Luehea macrophylla Pohl,20
9711,7608514,Byrsonima verbascifolia (L.) DC.,20
9712,7610513,Boehmeria caudata Sw.,20
9713,7610553,"Macronemus mimus Machado & M.L.Monné, 2013",6
9714,7611605,"Micrathena sanctispiritus Brignoli, 1983",20
9715,7611914,"Eudocima procus (Cramer, 1777)",20
9716,7613471,"Mickelia scandens (Raddi) R.C.Moran, Labiak & Sundue",20
9717,7613662,Jacquemontia linoides (Choisy) Meisn.,15
9718,7613854,Ramisia brasiliensis Oliv.,20
9719,7614554,Anemia simplicior (Christ) Mickel,10
9720,7615897,Senegalia bahiensis (Benth.) Seigler & Ebinger,10
9721,7617061,"Condica mimica Hampson, 1908",20
9722,7617657,"Ophiodes fragilis (Raddi, 1820)",20
9723,7619046,Guarea gracilis T.D.Penn.,9
9724,7620202,Berberis laurina Billb.,19
9725,7620854,Passiflora transversalis M.A.M.Azevedo,20
9726,7622327,Lellingeria myosuroides (Sw.) A.R.Sm. & R.C.Moran,18
9727,7623246,"Notocyrtus foveatus Stål, 1872",20
9728,7626770,Exostyles venusta Schott,19
9729,7628329,"Naupactus dissimilis Hustache, 1947",20
9730,7629840,Potamogeton × fluitans Roth,19
9731,7630268,Lonchocarpus densiflorus Benth.,20
9732,7630524,Polystichum rochaleanum Glaz. ex Fée,10
9733,7630663,Medusantha crinita (Benth.) Harley & J.F.B.Pastore,20
9734,7631032,Paullinia pseudota Radlk.,12
9735,7633287,Jacquemontia ferruginea (Vahl) Choisy,20
9736,7633685,"Telmatoblechnum serrulatum (Rich.) Perrie, D.J.Ohlsen & Brownsey",20
9737,7637114,"Vitta virginea (Linnaeus, 1758)",20
9738,7637951,"Sarota acantus (Stoll, 1782)",20
9739,7638788,Pterocaulon alopecuroides (Lam.) DC.,20
9740,7639089,Ocotea ciliata L.C.S.Assis & Mello-Silva,20
9741,7642125,Oenothera stricta Ledeb.,5
9742,7642438,"Trilepida koppesi (Amaral, 1955)",20
9743,7644381,Tectaria pilosa (Fée) R.C.Moran,19
9744,7645030,Pilocarpus microphyllus Stapf ex Wardlew.,17
9745,7645316,Phlegmariurus linifolius (L.) B.Øllg.,20
9746,7646543,Eugenia cataphyllea M.C.Souza & Sobral,20
9747,7647136,Citrus × limon (L.) Osbeck,20
9748,7650801,Alstroemeria isabelleana Herb.,20
9749,7652861,"Xenodon matogrossensis (Scrocchi & Cruz, 1993)",20
9750,7653246,Maieta poeppigii Mart. ex Triana,20
9751,7653859,Bauhinia dubia G.Don,20
9752,7654019,Miconia grandifoliata R.Goldenb. & Michelang.,15
9753,7654297,Fridericia oligantha (Bureau & K.Schum.) L.G.Lohmann,20
9754,7654582,"Chamaecrista blanchetii (Benth.) Conc., L.P.Queiroz & G.P.Lewis",20
9755,7655170,Euglena ehrenbergii G.A.Klebs,20
9756,7656006,"Tydides rufus (Serville, 1831)",20
9757,7659514,Rhipsalis cereuscula Haw.,20
9758,7659929,"Bothrops marmoratus Da Silva & Rodrigues, 2008",20
9759,7660507,Dahlstedtia floribunda (Vogel) M.J.Silva & A.M.G.Azevedo,11
9760,7661971,Bambusa vulgaris Schrad. ex J.C.Wendl.,20
9761,7662121,Croton echinocarpus Müll.Arg.,17
9762,7662189,Cyanocephalus peduncularis (Benth.) Harley & J.F.B.Pastore,15
9763,7662464,Fridericia bracteolata (DC.) L.G.Lohmann,20
9764,7663626,Hydrocotyle bradei Rossberg ex Pilger,7
9765,7665068,"Blepolenis catharinae (Stichel, 1902) Stichel, 1902",10
9766,7666183,Pellaea riedelii Baker,12
9767,7666998,"Ommatochila mundula (Zeller, 1872)",20
9768,7667348,Microlicia multicaulis Mart. ex Naudin,19
9769,7667493,Distictella magnoliifolia (Kunth) Sandwith,19
9770,7668251,Allium porrum L.,19
9771,7668339,Abolboda pulchella Humb.,20
9772,7669069,Fossombronia porphyrorhiza (Nees) Prosk.,20
9773,7669080,Fridericia chica (Bonpl.) L.G.Lohmann,20
9774,7669874,"Sapajus flavius (Schreber, 1799)",20
9775,7675057,Elaphoglossum hybridum (Bory) Brack.,20
9776,7675663,"Mickelia nicotianifolia (Sw.) R.C.Moran, Labiak & Sundue",19
9777,7675882,Jacquemontia bracteosa Meisn.,17
9778,7677368,Waltheria maritima A.St.-Hil.,18
9779,7679157,Paspalum pectinatum Nees ex Trin.,16
9780,7680253,Anthurium ribeiroi Nadruz,20
9781,7685550,Trichanthecium schwackeanum (Mez) Zuloaga & Morrone,14
9782,7685726,Schnella grazielae (Vaz) Wunderlin,18
9783,7685901,Abrachium floriforme (Baseia & Calonge) Baseia & T.S.Cabral,20
9784,7686451,Amaioua glomerulata (Lam. ex Poir.) Delprete & C.H.Perss.,20
9785,7687446,Passovia pyrifolia (Kunth) Tiegh.,20
9786,7687638,"Trilepida salgueiroi (Amaral, 1955)",20
9787,7687781,Deguelia nitidula (Benth.) A.M.G.Azevedo & R.A.Camargo,20
9788,7688133,"Marmarina insculpta (Kirby, 1818)",20
9789,7690499,Acacia kallunkiae J.W.Grimes & Barneby,9
9790,7691308,Pleroma penduliflorum Fraga & P.J.F.Guim.,11
9791,7692312,Alsidium triquetrum (S.G.Gmelin) Trevisan,20
9792,7693356,"Sphecius spectabilis (Taschenberg, 1875)",20
9793,7697980,Bignonia prieurii DC.,19
9794,7699782,Asplenium bangii Hieron.,19
9795,7700130,Nectandra sanguinea Rol. ex Rottb.,18
9796,7700900,Sterculia tessmannii Mildbr.,19
9797,7701121,Ruellia subsessilis (Nees) Lindau,20
9798,7701207,"Lepidocolaptes fatimalimae Rodrigues, Aleixo, Whittaker & Naka, 2013",12
9799,7702882,Helicteres heptandra L.B.Sm.,20
9800,7705930,"Sus scrofa Linnaeus, 1758",20
9801,7706428,Adiantopsis flexuosa (Kunze) Link-Pérez & Hickey,10
9802,7708169,Lathyrus elegans Vogel,5
9803,7708933,Selaginella amazonica Spring,17
9804,7709786,"Leptoscelis fasciifera Stål, 1865",20
9805,7710350,"Frullania apiculata (Reinw., Blume & Nees) Nees",20
9806,7710447,"Fidicina toulgoeti Boulard & Martinelli, 1996",20
9807,7711955,Anemia hispida Kunze,20
9808,7712344,Struthanthus acuminatus (Ruiz & Pav.) Kuijt,20
9809,7715242,Plagiochila gymnocalycina (Lehm. & Lindenb.) Lindenb.,20
9810,7718049,Cecropia purpurascens C.C.Berg,20
9811,7719333,"Lygophis anomalus (Günther, 1858)",20
9812,7719550,Campyloneurum angustifolium (Sw.) Fée,20
9813,7720027,"Lordops schoenhelri (Dalman, 1823)",20
9814,7720383,Bignonia ramentacea (Mart. ex DC.) L.G.Lohmann,17
9815,7722282,Condea fastigiata (Benth.) Harley & J.F.B.Pastore,20
9816,7723170,Selaginella convoluta (Arn.) Spring,20
9817,7723329,"Piasus cribricollis (Stal, 1860)",20
9818,7723879,Calathea prolifera (Vell.) J.M.A.Braga,7
9819,7726504,Mollinedia longifolia Perkins,20
9820,7726809,"Corticea corticea (Plötz, 1883)",20
9821,7727923,Rotala ramosior (L.) Koehne,20
9822,7729817,"Pugilina tupiniquim Abbate & Simone, 2015",20
9823,7730685,Mendoncia pilosa Mart.,20
9824,7733690,"Acraephia opaca Metcalf, 1947",20
9825,7734133,"Kapogea isosceles (Mello-Leitão, 1939)",20
9826,7735893,"Synargis agle (Hewitson, 1853)",20
9827,7736583,Waltheria brachypetala Turcz.,20
9828,7739968,"Miconia macuxi Meirelles, Caddah & R.Goldenb.",9
9829,7739996,"Clibanornis rectirostris (M.Wied-Neuwied, 1831)",19
9830,7740017,"Cebus unicolor Spix, 1823",20
9831,7743060,Phlegmariurus intermedius (Trevis.) B.Øllg.,11
9832,7743417,Pleopeltis angusta Humb. & Bonpl. ex Willd.,20
9833,7746208,Adiantopsis trifurcata (Baker) Link-Pérez & Hickey,13
9834,7747253,Lejeunea setiloba Spruce,12
9835,7748764,Combretum hilarianum D.Dietr.,16
